year,rank,title,artist,lyrics
2006,77,Call Me When You're Sober,Evanescence,"Don't cry to me
If you loved me
You would be here with me
You want me
Come find me
Make up your mind

Should I let you fall and lose it all?
So maybe you can remember yourself
Can't keep believing
We're only deceiving ourselves
And I'm sick of the lie
And you're too late

Don't cry to me
If you loved me
You would be here with me
You want me
Come find me
Make up your mind

Couldn't take the blame
Sick with shame
Must be exhausting to lose your own game
Selfishly hated
No wonder you're jaded
You can't play the victim this time
And you're too late

So don't cry to me
If you loved me
You would be here with me
You want me
Come find me
Make up your mind

You never call me when you're sober
You only want it 'cause it's over
It's over

How could I have burned paradise?
How could I? You were never mine

So don't cry to me
If you loved me
You would be here with me
Don't lie to me
Just get your things
I've made up your mind"
2006,78,"Jesus, Take the Wheel",Carrie Underwood,"She was drivin' last Friday on her way to Cincinnati
On a snow-white Christmas Eve
Goin' home to see her mama and her daddy
With the baby in the backseat
Fifty miles to go and she was runnin' low
On faith and gasoline
It'd been a long, hard year

She had a lot on her mind and she didn't pay attention
She was goin' way too fast
Before she knew it she was spinnin'
On a thin black sheet of glass
She saw both their lives flash before her eyes
She didn't even have time to cry
She was so scared
She threw her hands up in the air

Jesus, take the wheel
Take it from my hands
'Cause I can't do this on my own
I'm letting go
So give me one more chance
Just save me from this road I'm on
Jesus, take the wheel

It was still gettin' colder
When she made it to the shoulder
And the car came to a stop
She cried when she saw that baby in the backseat
Sleepin' like a rock
But for the first time in a long time
She bowed her head to pray
She said, ""I'm sorry for the way
I've been livin' my life
I know I've got to change
So from now on tonight

Jesus, take the wheel
Take it from my hands
'Cause I can't do this on my own
I'm letting go
So give me one more chance
Save me from this road I'm on""

Oh, Jesus, take the wheel
Oh, I'm letting go
So give me one more chance
Save me from this road I'm on
From this road I'm on
Jesus, take the wheel
Oh, take it, take it from me"
2006,79,Show Stopper,Danity Kane featuring Yung Joc,NaN
2006,80,Get Up,Ciara featuring Chamillionaire,NaN
2006,81,We Be Burnin',Sean Paul,"Just gimme the gees an we be clubbin yow. 
Gal a make wi please and we be thuggin' now
Little hennesy an we'll be bubblin yow.
Set we mind at ease we got to take it slow. 

So when you see the S. p. floatin don't provoke him
Cause the girls we be poking have to smoking
Best thing fi the recreation a fi get the best girls inna every nation.
All Topper girls we promotin and suportin
And dem love how we flow king here them shouting
First class ticket invitation girls from New York, England and Jamaican.

Everyday we be burnin not concernin what nobody wanna say.
We be earnin dollars turning cause we mind de pon we pay.
Worth more than gold and oil and diamonds girls we need dem everyday.
Recognize it, Pimpin as we riding

Girls them a page me waan fi raise me
True me write nuff tune and drive them crazy
Well I man a true born Jamaican
Ready fi the girls them inna every situation

We a the gal dem pro, them know we flow
With the lyrical content that make them dip low and
Make the club keep jumpin Turn up the bass make we here when it pumpin.

Summertime bounce to the music people choose it
Sean da P gal a cruise with... well reputed cause.
We a the girls them champion
Have nuff a them like the great king Solomon.

Many girls inna wi eye sight sexy dress type
Se them ready fi a hype night Just gimme di light
An make we blaze it the roof we haffi raise it again

Everyday we be burnin not concernin what nobody wanna say.
We be earnin dollars turning cause we mind de pon we pay.
Worth more than gold and oil and diamonds girls we need dem everyday.
Recognize it, Pimpin as we riding
So when you see the S. p. floatin don't provoke him
Cause the girls we be poking have to smoking
Best thing fi the recreation a fi get the best girls inna every nation.
All Topper girls we promotin and suportin
And dem love how we flow king here them shouting
First class ticket invitation girls from New York, England and Jamaican.
Everyday we be burnin not concernin what nobody wanna say.
We be earnin dollars turning cause we mind de pon we pay.
Worth more than gold and oil and diamonds girls we need dem everyday.
Recognize it, Pimpin as we riding"
2006,82,Hate Me,Blue October,"
If you're sleeping are you dreaming
If you're dreaming are you dreaming of me?
I can't believe you actually picked me

Mother:
Hi, Justin, this is your mother.
It's 2:33 on Monday afternoon.
I was just calling to see how you were doing, you sounded really uptight last night, it made me a little nervous, and well it made me nervous that it sounded like you were nervous, too.
I just want to make sure you are really okay and wanted to see if you were checking in on your medication too.
You know I love ya!
Take care, honey, I know you're under a lot of pressure.
See ya.
Bye, bye!

I have to block out thoughts of you, so I don't lose my head
They crawl in like a cockroach, leaving babies in my bed
Dropping little reels of tape, to remind me that I'm alone
Playing movies in my head, that make a porno feel like home
There's a burning in my pride, a nervous bleeding in my brain
An ounce of peace is all I want for you, will you never call again?
And will you never say that you love me, just to put it in my face
And will you never try to reach me, it is I that wanted space

Hate me today
Hate me tomorrow
Hate me for all the things I didn't do for you
Hate me in ways, yeah ways hard to swallow
Hate me so you can finally see what's good for you

I'm sober now for three whole months, it's one accomplishment that you helped me with
The one thing that always tore us apart is the one thing that I won't touch again
In my sick way I want to thank you for holding my head up late at night
While I was busy waging wars on myself, you were trying to stop the fight
You never doubted my warped opinions on things like suicidal hate
You made me compliment myself when it was way too hard to take
So I'll drive so fucking far away that I never cross your mind
And do whatever it takes in your heart to leave me behind

Hate me today
Hate me tomorrow
Hate me for all the things I didn't do for you
Hate me in ways, yeah ways hard to swallow
Hate me so you can finally see what's good for you

And with a sad heart I say bye to you and wave
Kicking shadows on the street for every mistake that I have made
And like a baby boy, I never was a man
Until I saw your blue eyes cry, and I held your face in my hand
And then I fell down yelling, ""Make it go away""
Just make her smile come back and shine, just like it used to be
And then she whispered, ""How can you do this to me?""

Hate me today
Hate me tomorrow
Hate me for all the things I didn't do for you
Hate me in ways, yeah ways hard to swallow
Hate me so you can finally see what's good for you

For you
For you
For you

If you're sleeping are you dreaming
If you're dreaming are you dreaming of me?
I can't believe you actually picked me

Hey, Justin! [12x]"
2006,83,You and Me,Lifehouse,"Unfortunately, we are not licensed to display the full lyrics for this song at the moment. Hopefully we will be able to in the future. Until then... how about a random page?"
2006,84,Beep,Pussycat Dolls featuring will.i.am,NaN
2006,85,I Think They Like Me,"Dem Franchize Boyz featuring Jermaine Dupri, Da Brat and Bow Wow",NaN
2006,86,Say Goodbye,Chris Brown,"Look, we gotta talk
Dang, I know, I know
But it's just 
There's some things I got to get off my chest alright

Yeah

Baby, come in, sit down, let's talk
I got a lot to say, so I guess I'll start by
Saying that I love you
But you know, this thing ain't been 
No walk in the park for us
I swear it'll only take a minute
You'll understand when I'm finished, yeah
And I don't wanna see you cry
But I don't wanna be the one to tell you a lie so

How do you let it go? When you
You just don't know? What's on
The other side of the door
When you're walking out, talk about it
Everything I tried to remember to say
Just went out my head
So I'ma do the best I can to get you to understand
'Cause I know

There's never a right time to say goodbye
But I gotta make the first move, 'cause if I don't, you gonna start hating me
'Cause I really don't feel the way I once felt about you
Girl, it's not you, it's me 
I kinda gotta figure out what I need
There's never a right time to say goodbye
But we know that we gotta go 
Our separate ways
And I know it's hard but I gotta do it
And it's killing me
'Cause there's never a right time
Right time to say goodbye

Girl, I know your heart is breaking
And a thousand times I
Found myself asking, ""Why? Why?""
Why am I taking so long to say this?
But trust me, girl, I never
Meant to crush your world, and I never
Thought I would see the day we grew apart, and I wanna know

How do you let it go? When you
You just don't know? What's on
The other side of the door
When you're walking out, talk about it
Girl, I hope you understand
What I'm tryin'a say
We just can't go on
Pretending that we get along
Girl how you not gonna see it?

There's never a right time to say goodbye
But I gotta make the first move, 'cause if I don't, you gonna start hating me
'Cause I really don't feel the way I once felt about you
Girl, it's not you, it's me 
I kinda gotta figure out what I need

There's never a right time to say goodbye
But we know that we gotta go 
Our separate ways
And I know it's hard, but I gotta do it
And it's killing me
'Cause there's never a right time
Right time to say goodbye

Listen to your heart
Girl, you know
We should be apart, baby, I
I just can't do it
I, I just can't do it
Listen to your heart
Girl, you know
We should be apart, baby, I
I just can't do it
And sometimes it makes me wanna cry

Do you hear me crying?
There's never a right time

There's never a right time to say goodbye
But I gotta make the first move, 'cause if I don't, you gonna start hating me
'Cause I really don't feel the way I once felt about you
Girl, it's not you, it's me 
I kinda gotta figure out what I need
(About you and me)
There's never a right time to say goodbye
(Oh, no, it ain't)
But we know that we gotta go
(Go) 
Our separate ways
(Ways)
And I know it's hard, but I gotta do it
And it's killing me
'Cause there's never a right time
Right time to say goodbye

There's never a right time to say goodbye
But I gotta make the first move, 'cause if I don't, you gonna start hating me
'Cause I really don't feel the way I once felt about you
Girl, it's not you, it's me 
I kinda gotta figure out what I need

There's never a right time to say goodbye
But we know that we gotta go 
Our separate ways
And I know it's hard, but I gotta do it
And it's killing me
'Cause there's never a right time
Right time to say goodbye"
